CMDT_NAME,CHRC_NM,RLSE_DATE,KEYWORDS
Coraline 코렐라인,#,2023-02-20,공포 | 영어공부 | 애니메이션
특별하게 파리(2023~2024),김진주,2023-02-20,여행가이드북
오즈의 마법사,#,2023-02-20,어린이동화 | 모험 | 친구 | 우정 | 사랑 | 용기
임연화의 학부모 7교시,임연화,2023-02-20,자녀양육 | 공부법 | 대화법
나로의 가상현실,임어진,2023-02-20,챗GPT
언박싱 코로나,조화순,2023-02-20,회복탄력성 | 사회문제
사장을 위한 심리학,천서우룽,2023-02-21,리더십 | 자기관리 | 처세 | 조직관리 | 기업경영
"쌤영어, 영어는 한마디로",윤상훈,2023-02-22,영어공부
내 귀는 거짓말을 사랑한다(큰글자책),#,2023-02-22,한국에세이
비룡소 이야기 죽어도 좋아!,#,2023-02-22,포토에세이 | 한국에세이 | 사랑
"스토리 평전 세상을 품은 의병장, 운강 이강년",이원혁,2023-02-23,한국사
곤충 호텔의 비밀,#,2023-02-23,유아그림책 | 모험
오랑캐꽃이 핀다 5(큰글자책),한윤수,2023-02-24,사회문제
미국식 영작문 수업 어휘,최정숙,2023-02-24,영어작문 | 영어교재 | 영어공부
엘리네 미국집,스마일 엘리,2023-02-24,트렌드
마음이 힘들 땐 고양이를 세어 봐 (큰글자책),토마쓰리,2023-02-24,한국에세이 | 그림에세이 | 힐링 | 행복
오랑캐꽃이 핀다 4,한윤수,2023-02-24,사회문제
이젠 네가 피어날 차례야 (큰글자책),#,2023-02-24,한국에세이 | 그림에세이 | 위로 | 마음 | 극복 | 응원 | 행복
삶의 문제와 마주하는 법,야마노 히로키,2023-02-24,자기관리 | 처세 | 성공 | 대화법 | 교양철학 | 화술 | 두뇌계발
풀종다리의 노래,배익천,2023-02-24,유아그림책
돈의 말들,김얀,2023-02-24,자기계발 | 자산관리 | 경제
"바다까지, 다섯 블록",가브리엘라 미르사,2023-02-25,가족 | 장애 | 이해 | 유아그림책 | 일상
나는 왜 소년범을 변호했을까,김광민,2023-02-27,사회문제
신규교사가 된 우리 엄마,정인정,2023-02-27,한국에세이 | 자기관리 | 자기계발 | 처세
은혜씨 덕분입니다,장차현실,2023-02-27,한국에세이 | 일상 | 행복 | 성장
사색 판매원,호시 신이치,2023-02-27,일본소설 | SF소설
소프라노가 사랑한 노래,어은정,2023-02-27,한국에세이 | 예술
화력,폴 록하트,2023-02-27,교양세계사 | 인문교양서
나의 첫 세계사 6: 아라비아에서 뻗어 나간 이슬람 제국,박혜정,2023-02-27,어린이교양
일하기 전  일하는 중  일하고 난 후,류랑도,2023-02-27,직장생활 | 자기관리 | 시간관리 | 처세
미성년 각본집,김윤석,2023-02-27,영화
밴드랩을 이용한 누구나 작곡하기,이정원,2023-02-27,예술
김상협의 무지개 연구,김상협,2023-02-28,교양과학 | 과학이야기 | 신화 | 문화
영천의 문화유적 알기(큰글자도서),김환대,2023-02-28,문화유산 | 한국사
"어쩌다, 짐승과 신혼 2",예가온,2023-02-28,한국소설 | 로맨스소설
카할의 과학하는 삶,산티아고 라몬 이 카할,2023-02-28,교양과학 | 과학이야기
인류의 여정,오데드 갤로어,2023-02-28,인문교양서 | 경제성장 | 미래예측
왕주먹 대 말주먹,유순희,2023-02-28,어린이동화 | 국내창작동화 | 인간관계
한국 고대사 강의(큰글자도서),김선숙,2023-02-28,고조선 | 삼국시대 | 역사
일요일만 여덟 번째,성소,2023-02-28,어린이동화 | 국내창작동화 | 일상 | 성장
객체지향 지도학,타냐 로세토,2023-02-28,철학
한 줄 카피와 콘셉트의 힘,이세훈,2023-02-28,마케팅 | 유튜버 | 브랜드 | 크리에이터 | 스토리텔링 | 광고
Dot English 1,LAON R&D CENTER,2023-02-28,영어학습 | 기초영회화 | 영어회화
유관순,김영자,2023-03-01,어린이교양 | 한국사
한자 전략 6단계 A 5급2 1,천재교육 편집부,2023-03-01,어린이교양
쿠키런 서바이벌 대작전 16: 방사능 편,김강현,2023-03-01,어린이학습만화 | 아동학습만화
벌거벗은 세계사 4: 그리스 로마 신화와 역사의 만남,이현희,2023-03-02,어린이교양 | 신화
나는 왜 말이 많은가,#,2023-03-02,한국에세이 | 포토에세이
숲에서 생명을 만나다,#,2023-03-02,자연 | 인문교양서
홍진경·김라엘의 공부왕 찐천재 역사 만화 1,안치현,2023-03-02,어린이학습만화 | 아동학습만화 | 한국사
인생 박물관,김동식,2023-03-02,슬픔 | 한국소설 | 삶 | 희망 | 위로
트랙을 도는 여자들(큰글자도서),차현지,2023-03-03,공감 | 한국소설
십 대를 위한 SW 인문학,두일철,2023-03-03,인공지능 | AI
프로덕트 오너(큰글자도서),김성한,2023-03-03,경영전략
신곡,정아원,2023-03-03,유아그림책
죠죠의 기묘한 모험 24: 지옥의 문지기 펫숍,Hirohiko Araki,2023-03-03,모험 | 호러
사람의 씨앗(큰글자도서),전호근,2023-03-03,공자 | 인생 | 마인드컨트롤 | 삶 | 인문교양서
일 년 엄마와 산소 여자,최승숙,2023-03-03,한국에세이 | 가족 | 일상 | 자전적에세이 | 삶 | 인생
겨울나무,안도현,2023-03-05,유아그림책
목숨 3,하기주,2023-03-05,삶 | 한국소설 | 인생
해봐요 게임으로 배우는 초등 맞춤법,엄은경,2023-03-06,어린이교양 | 문해력 | 어휘
"후비적후비적, 코 파지 마!(세이펜 적용)",올리브 스튜디오,2023-03-06,일상
"그래그래, 코코몽이 최고야!(세이펜 적용)",올리브 스튜디오,2023-03-06,일상
백설공주,김지수,2023-03-07,유아그림책
디스 이즈 도쿄(2023~2024),#,2023-03-08,여행가이드북
퇴사말고 강사,손예진,2023-03-08,자기관리 | 처세 | 재테크
거인의 노트,김익한,2023-03-08,자기관리 | 처세 | 습관 | 변화 | 성공
4~7세 느린 아이 강점 양육,이슬기,2023-03-08,자녀교육 | 양육법
어떡하지?,#,2023-03-08,두려움 | 용기 | 극복 | 유아그림책
쓸모 있는 수학만 하겠습니다!,에드바르트 판 더 펜델,2023-03-08,어린이교양
북적대지만 은밀하게,박소연,2023-03-08,한국소설 | 직장인 | 공감
"90세 정신과의사, 인간과 종교를 말하다(큰글자책)",이호영,2023-03-09,철학 | 정신분석 | 교양 | 인문교양서 | 인문학
무작정 따라하기 도쿄(2023-2024),정숙영,2023-03-10,여행가이드북
자살,에두아르 르베,2023-03-10,삶 | 죽음
인공지능,천인국,2023-03-10,챗GPT
너의 몸은 너의 것이야,엘리자베스 슈뢰더,2023-03-10,자녀교육 | 어린이사회교육
조용함을 듣는 일,김혜영,2023-03-10,한국에세이 | 그림에세이 | 고독
서베이부터 실전까지 해커스 오픽(OPIc) 매뉴얼,해커스 어학연구소,2023-03-10,영어회화 | 영어스피킹 | 영어학습 | 영어교재 | 영어공부
어쨌든 경제 어쨌든 부동산,송원배,2023-03-12,경제전망 | 자산관리
실용음악 이론: 기초 편,이지영,2023-03-13,교양
뭐든지 엄마가 해주면 돼!,김들숲,2023-03-13,유아그림책
"내 늙은 강아지, 쫑투",박김수진,2023-03-13,한국에세이 | 이별 | 감동
아기가 된 엄마를 지켜야 해,김들숲,2023-03-13,어린이사회교육 | 유아그림책 | 도덕성
나랑만 놀아,김들숲,2023-03-13,유아그림책
어딘가 수상하고 뜻밖에 가까운 SF 사용설명서,서강선,2023-03-14,SF소설
플루트 기초교본 Let's Flute 2,문록선,2023-03-15,교양
수학도둑 81~93권 세트,송도수,2023-03-15,어린이학습만화 | 어린이교양 | 아동학습만화 | 모험
"새로운 의료, 새로운 환자",공병혜,2023-03-15,변화 | 인문교양서
뉴욕의 영웅이 된 오로르(누드 사철 제본),더글라스 케네디,2023-03-15,영미소설 | 모험담
침묵의 다이어리,서성자,2023-03-15,한국소설 | 친구
설민석의 세계사 대모험 16,설민석,2023-03-15,아동학습만화 | 어린이학습만화
우리 유전자 안에 없다,리처드 C. 르원틴,2023-03-15,유전학
투자의 기술,김준송,2023-03-17,투자가이드 | 자산관리 | 재테크 | 금융
그리움은 내 몫이다,이규만,2023-03-19,한국에세이 | 가족
실어증 언어 길잡이,박정철,2023-03-20,건강상식
영어 때문에 나만큼 아파봤니?,김재흠,2023-03-20,한국에세이 | 영어공부 | 공부법
림: 쿠쉬룩,서윤빈,2023-03-20,한국소설
스몰앤마이티 시리즈,클리브 기포드 외,2023-03-20,어린이교양
명탐정 셜록 홈즈 18,#,2023-03-20,어린이동화
역사 산책: 마음으로 걷는 시간 여행,문동일,2023-03-20,한국사 | 삼국시대
북극곰 문해력 발달 말놀이 그림책 세트,이루리 외,2023-03-21,유아그림책 | 문해력
예고의 음악 천재 5,강서울,2023-03-21,예술 | 한국소설
기도의 체험,안토니 블룸,2023-03-22,대화 | 내면
영애승람역주(상),마환,2023-03-22,한국사 | 문화 | 조선시대 | 지리
그러나 절망으로부터,마이클 이그나티에프,2023-03-22,인문교양서 | 위로 | 용기
온 더 볼 1: 혼성 축구부의 탄생,성완,2023-03-22,어린이동화 | 국내창작동화 | 우정 | 친구
바라밀,김상우,2023-03-22,깨달음 | 한국소설
할머니의 뜰에서,조던 스콧,2023-03-23,유아그림책 | 가족 | 일상
지금 이 시간이 가장 좋다,김기운,2023-03-24,한국에세이 | 자전적에세이 | 후회 | 삶
"퀄리티 투자, 그 증명의 기록",테리 스미스,2023-03-24,투자가이드 | 자산관리 | 금융 | 재테크 | 펀드 | 성공 | 주식투자
그냥 좀 잘 지냈으면 하는 마음에,윤글,2023-03-24,한국에세이 | 인간관계 | 삶 | 위로 | 불안 | 방황
공상과학연구소 4: 밝혀라! 화학의 비밀편,야나기타 리카오,2023-03-25,어린이학습만화 | 아동학습만화 | 어린이교양
"나와 스크러피, 그리고 바다",#,2023-03-25,유아그림책 | 일상
천년왕국 서로마 제국이 '시시껄렁하게' 사라지는 순간,최봉수,2023-03-25,질문법 | 인간 | 인문교양서
극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,#,2023-03-25,어린이만화 | 애니메이션 | 모험
호구의 탄생,조정아,2023-03-27,자기관리 | 용기 | 처세 | 분노 | 성공
꽃의 계절,에마뉘엘 케시르-르프티,2023-03-27,교양과학
직장인 세테크의 기술,최용규,2023-03-27,자산관리 | 재테크 | 직장인
히끄네 집,#,2023-03-27,힐링 | 가족 | 일상 | 한국에세이 | 동물에세이
오십의 인생공부,이삼수,2023-03-28,고전처세 | 중년
아오이가든,편혜영,2023-03-28,한국소설 | 괴담
조선에서 레벨업 2: 세종의 수수께끼를 풀어라,최설희,2023-03-29,어린이학습만화 | 아동학습만화 | 한국사 | 어린이교양 | 조선시대
만화로 보는 수메르 신화,#,2023-03-30,문명사
퀼트하는 여자,정귀매,2023-03-30,사랑 | 이별
나를 바꾸는 이상한 가게,노지영,2023-03-30,어린이교양
내 친구 NEO 2016 한셀왕(놀이 스티커),정선희,2023-03-30,어린이교양
세상이라는 제대 앞에서,전숭규,2023-03-30,한국에세이
지우헤어,안단테,2023-03-31,유아그림책
"MZ세대, 나는 이렇게 일해",장영주,2023-03-31,자기관리 | 처세 | 직장처세 | 투자 | 자산관리 | 재테크
성공하는 상세페이지의 9+1 전략,나재영,2023-03-31,마케팅전략 | 경영전략 | 홍보 | 소비자심리
내 삶의 이야기를 쓰는 법,낸시 슬로님 애러니,2023-03-31,글쓰기 | 인생 | 위로 | 치유 | 삶
성현공 숙열기 7(큰글자도서),김수봉,2023-03-31,인문교양서 | 중국고전
슬픈 나를 위한 코칭,돈 아이젠하워,2023-03-31,마인드컨트롤 | 감정 | 이별 | 애도
조선시대 한시 읽기(상)(큰글자도서),원주용,2023-03-31,인문
베로니카의 낮과 밤,김미리,2023-03-31,판타지 | 한국소설 | 로맨스소설
클라이밍 국가대표,#,2023-03-31,성장 | 유아그림책
고성국의 공산당선언,고성국,2023-03-31,시사
표류하는 세계,스콧 갤러웨이,2023-04-01,경제전망 | 세계경제 | 사회문제
차범석의 전원일기 2(큰글자도서),차범석,2023-04-03,시나리오
내일의 뉴스레터,스티비,2023-04-03,경영전략 | 경제전망 | 마케팅전략 | 크리에이터
박은숙과 함께하는 즐거운 스마트폰 교육,박은숙,2023-04-03,교양 | 중년
소울 마스터,막심 만케비치,2023-04-03,인간관계 | 성공 | 자기관리 | 처세
남들과 다르게 이직합니다,이직장인,2023-04-04,직장인 | 직장처세 | 자기관리
결혼식 전날,호즈미,2023-04-05,일본소설 | 추리소설 | 미스터리소설
한 권으로 끝내는 스마트폰 제품사진,채수창,2023-04-05,홍보 | 광고 | 사업
120세 자연건강관리법,이덕환,2023-04-05,건강관리 | 노년건강 | 노후대비 | 생활습관
아는 만큼 보이는 우주 500,앤 루니,2023-04-05,어린이교양
이상한 나라의 스물셋,김청귤,2023-04-05,응원 | 한국소설
제비랑 제주랑,김정희,2023-04-05,어린이동화 | 국내창작동화
고양이가 말했다 나처럼 살아보라고,#,2023-04-05,영미에세이 | 그림에세이 | 힐링 | 위로 | 동물에세이 | 불안 | 고독
탁구장의 사회생활 2: 이유 있는 탁구 생활,박효미,2023-04-05,성장 | 어린이동화 | 국내창작동화
속마음 마이크,이미현,2023-04-06,어린이동화 | 국내창작동화 | 친구 | 소통 | 우정
왕으로 산다는 것,신병주,2023-04-07,조선시대 | 한국사 | 리더십
나의 하루 1줄 영어 쓰기 수첩 [기초문장+중급문장] 세트,SD어학연구소,2023-04-10,영어작문 | 영어어휘 | 영어문법
나무 집 스타트 세트,앤디 그리피스,2023-04-10,어린이동화 | 상상 | 모험
하얀 마물의 탑,미쓰다 신조,2023-04-11,추리소설 | 괴담 | 미스터리소설 | 일본소설
이호왕과 알렉산더 플레밍,엄예현,2023-04-12,어린이교양 | 과학자 | 세균
죽음의 가시,시마오 도시오,2023-04-12,일본소설 | 감정 | 가족 | 신뢰 | 사랑
깨끗한 살인,이지유,2023-04-12,한국소설 | 믿음 | 살인사건
가족을 폐지하라,소피 루이스,2023-04-13,사회문제 | 돌봄 | 인간관계
디깅(Digging),박치은,2023-04-14,자기관리 | 처세 | 성장 | 성공
예술이 내 것이 되는 순간,박보나,2023-04-14,창의력 | 일상 | 교양
"인공지능, 무엇이 문제일까?",김상현,2023-04-15,미래
마침내 우리,원유순,2023-04-15,우정 | 어린이동화 | 친구 | 국내창작동화 | 사회
보바리 부인이 탱고를 배웠었다면,송경화,2023-04-15,한국에세이 | 용기 | 위로
미스 일라이저의 영국 주방,애너벨 앱스,2023-04-17,영미소설 | 레시피 | 우정 | 위로
소액주주 혁명,김용남,2023-04-17,재테크 | 자산관리 | 투자가이드 | 주식투자 | 경제전망
고민 옆에 고민 옆에 고민,아쓰미 고타,2023-04-17,고뇌 | 유아그림책
생각의 탄생 3: 화폐와 경제,장세현,2023-04-17,어린이교양 | 뇌과학 | 어린이경제
어린이를 위한 일곱 가지 감정 공부,키아라 피로디,2023-04-17,어린이교양 | 마인드컨트롤 | 자기계발 | 어린이동화
은유가 만드는 삶,김용규,2023-04-17,카피라이팅 | 창의력 | 창작 | 사고력 | 예술 | 인문교양서
영업의 신,이명로(상승미소),2023-04-17,대화 | 판매
New 대한민국 청약지도,정지영(아임해피),2023-04-18,부동산
불확정성 원리,쓰즈키 다쿠지,2023-04-18,교양과학
서울 이야기,김남일,2023-04-18,한국에세이 | 국내여행 | 테마여행
"조선 건국, 나라의 운명을 바꾼 리더들",고수산나,2023-04-19,조선시대 | 고려시대
부모님이 과거로 잡혀갔을 때 살아남는 법,래리 헤이스,2023-04-19,가족 | 모험 | 성장 | 용기
사장학개론 특별 강연 패키지(예약판매 한정 특별 양장판 포함)(온라인 전용상품),김승호,2023-04-19,비즈니스능력계발 | 경영전략 | 기업경영 | CEO | 사업 | 성공 | 경쟁력
